,id,update_date,normalized_power_rank,power_rank,name,passing.totals.blitzes,passing.totals.hurries,passing.totals.knockdowns,passing.totals.pocket_time,passing.totals.rating,passing.totals.sacks,summary.avg_gain,summary.possession_time,summary.turnovers,efficiency.fourthdown.pct,efficiency.redzone.pct,efficiency.thirddown.pct,defense.totals.blitzes,defense.totals.hurries,defense.totals.interceptions,defense.totals.knockdowns,defense.totals.qb_hits,defense.totals.sacks,defense.totals.tloss,extra_points.kicks.totals.pct,field_goals.totals.pct,kick_returns.totals.avg_yards,misc_returns.totals.yards,penalties.totals.penalties,punt_returns.totals.avg_yards,punts.totals.avg_hang_time,touchdowns.fumble_return,touchdowns.int_return,touchdowns.kick_return,touchdowns.other,touchdowns.punt_return,week_number
1607,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,2021-11-02,1.0,175.65008552861966,Colts,9.732366605856432,2.8362826090708704,5.224642781600456,89.07505126008326,98.91602617913654,1.9202602171506784,5.729185118463116,31.29025441691986,1.278350816536788,75.2356736494262,54.19087020556024,39.65191358635336,9.028634485695058,1.7232634606884987,1.1783023832015473,2.1109865295383243,4.459295737744968,2.126055770099078,3.9147416177615884,93.22049187490768,90.22714126717028,23.837391223435734,0.0007678386483726452,5.083569751378496,5.040413050955306,3.957215071908188,0.11375703130602512,0.00041695268387513556,6.354956474415255e-05,0.00012797310806210755,3.5521477556391586e-07,1662
1640,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,2021-10-26,1.0,214.380610322671,Colts,9.77131790781133,2.851312094002773,5.022602861103198,85.84932604294013,103.3371550750473,2.098220172326542,5.908650585637113,31.405743183896472,0.98755808477918,74.53380764942186,49.72589427760511,38.816626991600955,9.176617281016943,1.765488168614766,1.025382214445211,2.140286281743424,4.415131599466515,1.9986670879922612,3.5882033240126274,92.45452394745686,88.81652265509908,23.45833914649489,0.0009658882878452979,4.365869318107327,3.705337521712559,3.945720949169121,0.128835118447894,0.0005244978418241908,7.994098814137025e-05,0.00016098138130754964,4.468357930587927e-07,1661
1673,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,2021-10-19,1.0,214.9639467332174,Colts,9.774637255583713,2.8117062373970336,5.583265587732581,89.05503866551945,102.33853913007476,2.3038094590348033,6.078693000503956,30.97452407412037,0.8192087360688943,68.73640921739802,47.54585428983056,38.217927936067525,10.288921495192435,2.070408483591536,0.8468058676037691,1.9892805869390784,4.301550303948373,1.987429684944778,3.6691628632841766,91.2517862376402,86.9263517436739,25.37448131882316,0.0012656791766178126,4.046343569576412,3.4557776955788744,3.923246664478845,0.16301617147441344,0.0006872906576585254,0.00010475294640386958,0.00021094652943630214,5.855239842525167e-07,1660
64,0d855753-ea21-4953-89f9-0e20aff9eb73,2023-10-10,1.0,389.77742938628614,Saints,11.77042453682901,1.7939031526210136,1.5817185734963848,86.09458971820013,85.89906274384686,3.378559684250541,4.355199337653069,31.516503373242454,1.1916347400487761,30.214326831868163,40.043859226352126,36.937536424210045,9.741342746981298,3.384119281823304,1.393306671539447,2.552273314207422,5.34079906595132,2.1960096444125683,3.4133458366131753,79.8309485315679,89.64260809558658,19.698918609350308,0.0,7.211095863559488,24.8002834114379,4.201089911486515,0.0,0.20793851976214883,0.0,0.0,0.19781999302552244,1763
1706,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,2021-10-12,1.0,332.41412331087514,Colts,10.734781448917271,3.242169384694203,6.441569097286075,99.56121679765182,88.76974179919154,2.4765993061244114,4.986993651130752,32.58547482759072,0.990586812894897,50.87679590165887,39.73213456921987,37.29314320108523,8.776612905552069,2.06813637030229,0.748694735616942,1.7412354327666237,3.9891150128520434,2.001427181568504,3.5014204038581065,99.98910370702363,93.45160183040615,24.94533354736926,0.002153233818008076,4.293284910841856,1.6692725322414432,3.796497807086726,0.245356276561952,0.0011692516667817646,0.00017821071160824611,0.00035887230300134595,9.961213453131266e-07,1659
1739,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,2021-10-05,1.0,331.90809633793475,Colts,10.7331398029825,3.240411400281769,6.429681197899041,99.53396552583575,88.76735565148614,2.482344029768685,4.989317498723058,32.58441131968391,0.9929905788880503,50.731716569258296,39.8256927807754,37.30650182769616,8.774438650401995,2.0678659117669573,0.7462446033430689,1.739742761181305,3.9844754363152433,1.998728009347666,3.5027070767184796,99.98773247914757,93.44612340436102,24.93173583425568,0.0024242043436086976,4.307332841263252,1.7344734484459552,3.798827134463392,0.2443847666065823,0.001316394413685281,0.00020063737507056321,0.00040403405726811625,1.1214767629385078e-06,1658
1056,7d4fcc64-9cb5-4d1b-8e75-8a906d1e1576,2022-09-06,1.0,237.0638464213357,Raiders,9.133246243865253,3.215889614564618,2.3628981660565787,103.94575555070357,86.38543868457911,2.5690059204713953,5.307411713046816,32.07895383723296,1.7423945682675739,70.73055442077624,47.83914079322246,39.98076311814113,4.669462219155507,3.4747147023995786,0.25799985871588177,3.7326916555607124,5.722578775638142,1.766651754744162,4.3496800769537804,80.92617810532168,97.28227861738233,18.122030461788015,0.0008385115016246136,6.652246417238603,8.407063082771321,4.245391976130954,0.0,0.0,0.0,0.0,0.0,1706
992,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,2022-09-20,1.0,612.7277077552744,Seahawks,7.589806359357829,4.435574997418046,4.420602760573589,78.28771714827147,93.40397890734269,1.9861832399315587,4.976492459926556,24.118281201656742,1.931695174274233,1.1995497794228869,3.0560523014556487,41.76415106973381,19.420105540711848,4.477761037072478,0.04514651035667174,4.389359266473231,6.006263881788076,1.569469543095485,6.463065828885088,99.41913271606961,51.707710143819064,20.19100284523192,41.102844727620486,7.4202570854215555,0.47686038922341784,4.443755189697536,0.0,0.0,0.0007548705020206436,0.4728560154428436,0.0,1708
1805,a20471b4-a8d9-40c7-95ad-90cc30e46932,2021-09-21,1.0,478.5886232274287,Packers,5.8776059426969205,2.9188131655095946,4.601361368211767,91.2533025655994,56.77718582532792,2.0170025433583967,4.592915710322144,26.392324837098446,2.749209110748499,61.03550567290483,8.317030412068675,15.159600877066271,12.658218621965107,1.0870404319966487,0.12473392797078937,2.957010541321745,3.282528802697158,0.30158779321532214,0.44815831434305076,10.682892718830754,97.80350877684751,14.59562698131971,0.0,4.942653305452207,15.446930325000306,4.1711799931848565,0.0025268210320907266,0.0006231063949373696,0.0,0.0,0.0,1656
576,97354895-8c77-4fd4-a860-32e62ea7382a,2022-12-20,1.0,289.1181315368181,Patriots,6.813161834958403,2.710965789786169,1.5218969057163867,78.26624177209341,86.37743436233838,2.3886520627012504,5.344570132813772,28.9127616667771,1.108489552366963,15.541088514706326,31.767020383365164,31.53177859811956,13.266587769689847,4.032510085094708,0.9462975154790587,2.066522321850176,6.0225493856348296,3.5694270699215505,4.482264436379594,99.98830827326626,73.30012896394292,21.542465243177656,-0.5804794701796706,6.276632342874416,9.90101956451713,4.076108338849581,0.15601624772272277,0.23711733235963728,0.0,0.0,0.09720032985293652,1721
256,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,2023-02-28,1.0,285.7742358312499,Jets,10.966672768690131,3.152576087040358,3.9641866398249634,92.83863680739977,74.80880321685746,2.503794457916178,4.816338001371666,28.256038236338554,1.3188357769466836,25.05624957643411,25.862168180954082,34.810920624053644,5.8040302603399025,2.4503068028492323,0.43703470607008904,4.480696586727094,7.476396641429041,2.58325171320562,5.047808578516578,58.23134615859127,80.10385803272997,16.029164511307677,0.5001138379020068,5.00442073734009,7.228351472528316,4.322796760783433,0.0,3.124498095177595e-05,3.5940282934621056e-05,0.02500569189510034,0.0,1731
160,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,2023-09-19,1.0,524.9062775219238,Jets,5.373212637402873,3.9402364728580768,3.1191889527992633,76.28131724408954,58.552573544527036,2.9842548262049347,5.0643309215428545,23.043331089767037,2.4456026514555766,95.90368014326879,16.832101013346467,24.86710605256396,12.615844900758276,1.5769791669830606,1.4277308011440295,3.110191688259021,6.543964734475491,2.948981303357889,7.362723256613306,96.88934122653728,98.78375780906295,11.791874603834517,0.01142522968245929,3.585055640933593,19.33232505179702,4.526151593451115,0.0,1.3879766587821912e-06,1.5965531840225534e-06,0.0005712614841229645,0.47347152167600687,1760
288,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,2023-02-21,1.0,299.00482652096395,Jets,11.10483057556757,3.173204716810874,4.0025326406969155,91.43985554601497,74.59830461326065,2.429429964743996,4.793387955353941,28.18112253953424,1.257582930477491,23.95225917138765,24.754450351500864,34.47171901414844,5.836563598143391,2.558998897569015,0.41951151149840604,4.5846532277896035,7.552556440566553,2.573744484805002,5.06587130200222,57.73175850879641,79.50382469994055,15.934460744601571,0.9233040501877898,5.07695970038687,7.502118722181863,4.323096421550689,0.0,3.181639111442553e-05,3.659756107311761e-05,0.04616520250938949,0.0,1730
320,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,2023-02-14,1.0,289.2862438506432,Jets,10.980144085285309,3.16133027303866,3.946378731205814,91.30453132479674,74.52557561137667,2.4665652679278427,4.806589695121939,28.214864128151277,1.279194430374165,23.145551352711642,25.560894687978724,34.57570797449819,5.794012985469262,2.526602186276985,0.42639813572055757,4.745549598136719,7.7453566167286905,2.5997336955327475,4.996455034979554,57.52880296385582,79.70709477315455,16.35642040748142,0.8859727559793515,5.0053313320054915,7.247682294479577,4.305450088450667,0.0,3.2743655106362605e-05,3.7664168547666516e-05,0.044298637798967574,0.0,1729
352,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,2023-02-07,1.0,282.0749497503991,Jets,11.105617828466256,3.118127585030592,3.9863320097701846,91.42976645824267,74.22336935390008,2.4355815714785174,4.796756768222045,28.178439978330644,1.296368525587891,24.510598071102812,26.403109819555276,34.345101627653705,5.692216463487121,2.4981581845641596,0.48226313570580226,4.750384020820464,7.694725573173205,2.561196425456263,4.943999662474899,57.084136769534,80.48279174651115,16.427341974203397,0.8505943757199265,5.138499593013318,7.025764900019546,4.304069359143502,0.0,3.37155237297279e-05,3.878208356105512e-05,0.042529718785996325,0.0,1728
384,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,2023-01-31,1.0,278.4771694126225,Jets,11.096609848100224,3.104621130574473,4.061979812362976,92.2473545773824,74.18908939354655,2.508009546028764,4.810103489650696,28.183609575902214,1.3468938991309043,25.61757928183349,26.59290754548768,34.699476896966935,5.763146947050839,2.461629387471614,0.4690241517751304,4.765462336741222,7.666780862966451,2.5249011731878164,4.955467982167986,57.259135098098305,80.20581513427184,16.601702904803716,0.8253722195495597,5.034499048536709,7.03268933918719,4.298752798472114,0.0,3.50879394223729e-05,4.036073737344516e-05,0.04126861097747799,0.0,1727
416,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,2023-01-24,1.0,277.62959378373534,Jets,10.99606141607838,3.0389433576411373,4.006863635834197,93.30445056554105,74.86242116682155,2.5281404391961364,4.823687128030815,28.304537022164247,1.3546819293883938,26.34859684310134,27.838305949884894,35.024795673125546,5.638441438012045,2.4197172488750316,0.4745167910077845,4.644860846178985,7.5857717797415924,2.5131328680758247,4.934188538337498,58.871885242169505,81.12726575088472,16.896868397182452,0.8080280093163752,5.1462140900694955,7.197450676810209,4.300248219680795,0.0,3.684130846792595e-05,4.23775918462721e-05,0.04040140046581876,0.0,1726
448,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,2023-01-17,1.0,278.5638953533457,Jets,11.079285575138854,3.0453900495885455,4.0545968755591435,94.72866716850244,74.92183656583654,2.5149729711362716,4.85753438262033,28.437127273516207,1.3656079092034843,27.838265854170857,28.406459908719928,34.58200757252434,5.644460448219126,2.330625390187855,0.48170729422943437,4.630165113850983,7.54808458602605,2.496821839382436,4.9059703393658225,59.61344151092848,80.88957777184442,16.717105580825592,0.7970204516057667,5.147585456524357,7.380039259510665,4.307907868588776,0.0,3.897433468996643e-05,4.483115602176069e-05,0.03985102258028833,0.0,1725
480,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,2023-01-10,1.0,277.75014097988617,Jets,10.919187653690674,3.0114081058262165,3.950129441153357,94.08639066423427,76.14421845262625,2.497932889403861,4.900950073187099,28.54794323834004,1.343744809179172,27.297236216899883,29.127736518210412,34.99373652421011,5.612970035854103,2.3017383915234357,0.49838170890115857,4.548235452342774,7.508237627853873,2.5117659861006594,4.878768002795544,60.88451501460175,80.64867519094383,16.788706639155674,0.801016215363526,5.099194074944437,7.567262476976604,4.3072884041306505,0.0,4.200985342777915e-05,4.8322833691806856e-05,0.0400508107681763,0.0,1724
512,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,2023-01-03,1.0,285.67321918328525,Jets,10.103773661780785,2.8381356813420426,3.3921568798763904,96.48549704107688,76.68524394304188,2.7513523844610113,5.007485689127581,28.900413629120344,1.4545622560276585,29.768607082244625,31.687533650033142,33.76457780801925,5.365190554317505,1.608854581971705,0.5493410153425339,4.146720639021265,7.393661288478005,2.7284693813921526,4.825855762663856,66.49214732110417,82.54985426843771,18.3310843983194,0.887496213155736,4.992584235729167,6.8367864175271125,4.26206914739011,0.0,4.99202763499309e-05,5.74219859170376e-05,0.0443748106577868,0.0,1723
544,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,2022-12-27,1.0,287.8776721450707,Jets,10.390128442285974,2.741814954752856,3.175321539293466,94.24757647881422,80.27005523618733,2.6012777479226648,5.113631776352029,29.18317300409886,1.2807695599827282,32.765674821263936,35.327980532494614,34.22628870375883,5.196609536618004,1.587666882746141,0.6235470466872434,4.0470508587037965,7.2295339183099445,2.6049071408851825,4.793404540685175,73.8307303996162,84.00787563695275,17.597549738180355,1.0021174071035057,5.287992827557008,7.179010224348068,4.316978626694483,0.0,6.045464732714626e-05,6.953939683957043e-05,0.05010587035517528,0.0,1722
608,1f6dcffb-9823-43cd-9ff4-e7a8466749b5,2022-12-13,1.0,270.11596639473254,Chargers,11.42899823356964,3.012022663235361,5.099208986521362,113.92424834422474,93.7539126345848,2.7901692179081494,5.179167296671281,30.693783751705386,0.9964116809519794,32.74335810466025,43.273374799124646,43.040879832693456,11.037544735461985,1.769802106601972,0.5741193684439783,2.167280448468831,3.8013283387757437,1.6309302103205068,3.836809105958723,99.98089915675911,87.60413798465781,15.248037416704907,0.0,4.792933637025411,8.784566059098555,4.7960524935215805,6.492095871236057e-05,0.10647553400991822,0.00011365533711058827,0.0,0.0,1720
960,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,2022-09-27,1.0,515.2299884914086,Seahawks,9.03553390893676,3.30378212567539,4.299063461316591,90.13771816740486,95.16280507231225,1.9978644431986579,5.329932841637424,26.604828336784472,1.6373425051750086,22.544452303577774,14.804866808028471,45.369568577214515,15.411590600058052,3.01954056306508,0.35499063544445886,3.6222980780187832,6.007562881447075,2.032148784033551,5.001081347278464,99.8648848289894,67.24925056532007,22.105520022198238,27.909322134305004,6.958566733323915,0.24388147145954392,4.072128078512101,0.0,0.0,0.00045387473713670665,0.32136127951270727,0.0,1709
